206.022, 56.010, 4.996,  7.118 False
205.856, 56.011, 5.002,  7.151 False
205.689, 56.011, 5.007,  7.184 False
205.522, 56.011, 5.012,  7.217 False
205.355, 56.011, 5.015,  7.250 False
205.187, 56.011, 5.018,  7.283 False
205.020, 56.011, 5.020,  7.316 False
204.853, 56.011, 5.018,  7.349 False
204.686, 56.011, 5.003,  7.382 False
204.520, 56.011, 4.987,  7.415 False
204.353, 56.010, 4.995,  7.448 False
204.187, 56.010, 5.002,  7.481 False
204.020, 56.010, 5.008,  7.514 False
203.853, 56.010, 5.013,  7.547 False
203.685, 56.010, 5.017,  7.580 False
203.518, 56.010, 5.019,  7.613 False
203.351, 56.010, 5.021,  7.646 False
203.183, 56.010, 5.015,  7.679 False
203.017, 56.010, 4.991,  7.712 False
202.851, 56.010, 4.993,  7.745 False
202.684, 56.010, 5.000,  7.778 False
202.517, 56.010, 5.007,  7.811 False
202.350, 56.010, 5.012,  7.844 False
202.183, 56.010, 5.016,  7.877 False
202.015, 56.010, 5.019,  7.910 False
201.848, 56.010, 5.021,  7.943 False
201.681, 56.010, 5.020,  7.976 False
201.514, 56.010, 5.009,  8.009 False
201.347, 56.010, 4.995,  8.042 False
201.181, 56.009, 5.001,  8.075 False
201.014, 56.009, 5.007,  8.108 False
200.847, 56.009, 5.011,  8.141 False
200.680, 56.009, 5.014,  8.174 False
200.512, 56.009, 5.015,  8.207 False
200.346, 56.009, 4.999,  8.240 False
200.179, 56.009, 5.000,  8.273 False
200.012, 56.009, 5.006,  8.306 False
199.845, 56.009, 5.011,  8.339 False
199.678, 56.009, 5.015,  8.372 False
199.511, 56.009, 5.017,  8.405 False
199.343, 56.009, 5.016,  8.438 False
199.177, 56.009, 4.998,  8.471 False
199.010, 56.009, 4.999,  8.504 False
198.843, 56.009, 5.005,  8.537 False
198.676, 56.009, 5.010,  8.570 False
198.509, 56.009, 5.014,  8.603 False
198.342, 56.008, 5.017,  8.636 False
198.175, 56.008, 5.020,  8.669 False
198.007, 56.008, 5.021,  8.702 False
197.840, 56.008, 5.019,  8.735 False
197.673, 56.008, 5.004,  8.768 False
197.507, 56.008, 4.986,  8.801 False
197.341, 56.008, 4.994,  8.834 False
197.174, 56.008, 5.000,  8.867 False
197.007, 56.008, 5.006,  8.900 False
196.840, 56.008, 5.011,  8.933 False
196.673, 56.008, 5.015,  8.966 False
196.506, 56.008, 5.018,  8.999 False
196.338, 56.008, 5.019,  9.032 False
196.171, 56.007, 5.016,  9.065 False
196.004, 56.007, 4.998,  9.098 False
195.838, 56.007, 4.999,  9.131 False
195.671, 56.007, 5.004,  9.164 False
195.504, 56.007, 5.009,  9.197 False
195.337, 56.007, 5.013,  9.230 False
195.170, 56.007, 5.016,  9.263 False
195.003, 56.007, 5.018,  9.296 False
194.835, 56.007, 5.020,  9.329 False
194.668, 56.007, 5.020,  9.362 False
194.501, 56.007, 5.005,  9.395 False
194.335, 56.007, 4.989,  9.428 False
194.169, 56.007, 4.995,  9.461 False
194.002, 56.007, 5.001,  9.494 False
193.835, 56.007, 5.006,  9.527 False
193.668, 56.007, 5.010,  9.560 False
193.501, 56.007, 5.014,  9.593 False
193.334, 56.007, 5.016,  9.626 False
193.166, 56.007, 5.018,  9.659 False
192.999, 56.007, 5.017,  9.692 False
192.832, 56.007, 5.008,  9.725 False
192.666, 56.006, 4.985,  9.758 False
192.499, 56.006, 4.990,  9.791 False
192.333, 56.006, 4.997,  9.824 False
192.166, 56.006, 5.003,  9.857 False
191.999, 56.006, 5.009,  9.890 False
191.832, 56.006, 5.013,  9.923 False
191.665, 56.006, 5.017,  9.956 False
191.498, 56.006, 5.019,  9.989 False
191.330, 56.006, 5.021, 10.022 False
191.163, 56.006, 5.020, 10.055 False
190.996, 56.006, 5.004, 10.088 False
190.830, 56.006, 4.987, 10.121 False
190.664, 56.006, 4.995, 10.154 False
190.497, 56.006, 5.001, 10.187 False
190.330, 56.006, 5.006, 10.220 False
190.163, 56.006, 5.011, 10.253 False
189.996, 56.006, 5.014, 10.286 False
189.829, 56.006, 5.017, 10.319 False
189.661, 56.006, 5.019, 10.352 False
189.494, 56.006, 5.018, 10.385 False
189.327, 56.006, 5.009, 10.418 False
189.161, 56.006, 4.985, 10.451 False
188.994, 56.006, 4.990, 10.484 False
188.828, 56.006, 4.997, 10.517 False
188.661, 56.006, 5.003, 10.550 False
188.494, 56.006, 5.009, 10.583 False
188.327, 56.006, 5.013, 10.616 False
188.160, 56.006, 5.016, 10.649 False
187.992, 56.006, 5.019, 10.682 False
187.825, 56.006, 5.021, 10.715 False
187.658, 56.006, 5.020, 10.748 False
187.491, 56.006, 5.002, 10.781 False
187.325, 56.006, 4.986, 10.814 False
187.159, 56.006, 4.994, 10.847 False
186.992, 56.006, 5.000, 10.880 False
186.825, 56.006, 5.005, 10.913 False
186.658, 56.006, 5.010, 10.946 False
186.491, 56.006, 5.014, 10.979 False
186.324, 56.006, 5.017, 11.012 False
186.156, 56.006, 5.019, 11.045 False
185.989, 56.006, 5.021, 11.078 False
185.822, 56.005, 5.019, 11.111 False
185.655, 56.005, 5.001, 11.144 False
185.489, 56.005, 4.985, 11.177 False
185.323, 56.005, 4.992, 11.210 False
185.156, 56.005, 4.998, 11.243 False
184.989, 56.005, 5.004, 11.276 False
184.822, 56.005, 5.009, 11.309 False
184.655, 56.005, 5.013, 11.342 False
184.488, 56.005, 5.016, 11.375 False
184.321, 56.005, 5.018, 11.408 False
184.153, 56.005, 5.020, 11.441 False
183.986, 56.005, 5.019, 11.474 False
183.819, 56.005, 5.000, 11.507 False
183.653, 56.005, 4.998, 11.540 False
183.486, 56.005, 5.003, 11.573 False
183.319, 56.005, 5.007, 11.606 False
183.152, 56.005, 5.010, 11.639 False
182.986, 56.011, 4.994, 11.672 False
182.821, 56.023, 4.953, 11.705 False
182.656, 56.034, 4.932, 11.738 False
182.493, 56.039, 4.895, 11.771 False
182.332, 56.038, 4.835, 11.804 False
182.173, 56.031, 4.755, 11.837 False
182.017, 56.018, 4.659, 11.870 False
181.864, 56.003, 4.602, 11.903 False
181.713, 55.994, 4.551, 11.936 False
181.563, 55.993, 4.473, 11.969 False
181.416, 55.992, 4.405, 12.002 False
181.271, 55.991, 4.337, 12.035 False
181.129, 55.992, 4.269, 12.068 False
180.988, 55.991, 4.203, 12.101 False
180.850, 55.992, 4.138, 12.134 False
180.714, 55.992, 4.076, 12.167 False
180.579, 55.993, 4.015, 12.200 False
180.447, 55.993, 3.958, 12.233 False
180.316, 55.995, 3.903, 12.266 False
180.188, 55.996, 3.851, 12.299 False
180.061, 55.998, 3.799, 12.332 False
179.935, 55.999, 3.751, 12.365 False
179.811, 56.002, 3.701, 12.398 False
179.689, 56.005, 3.656, 12.431 False
179.568, 56.009, 3.610, 12.464 False
179.449, 56.012, 3.567, 12.497 False
179.331, 56.016, 3.521, 12.530 False
179.215, 56.019, 3.479, 12.563 False
179.100, 56.024, 3.434, 12.596 False
178.986, 56.028, 3.391, 12.629 False
178.875, 56.033, 3.345, 12.662 False
178.764, 56.037, 3.302, 12.695 False
178.655, 56.041, 3.257, 12.728 False
178.548, 56.044, 3.212, 12.761 False
178.442, 56.048, 3.166, 12.794 False
178.338, 56.051, 3.120, 12.827 False
178.235, 56.055, 3.073, 12.860 False
178.134, 56.059, 3.026, 12.893 False
178.034, 56.058, 2.971, 12.926 False
177.937, 56.053, 2.908, 12.959 False
177.841, 56.044, 2.838, 12.992 False
177.749, 56.031, 2.764, 13.025 False
177.658, 56.018, 2.743, 13.058 False
177.566, 56.010, 2.729, 13.091 False
177.476, 56.008, 2.700, 13.124 False
177.387, 56.011, 2.665, 13.157 False
177.299, 56.017, 2.624, 13.190 False
177.212, 56.028, 2.579, 13.223 False
177.126, 56.037, 2.578, 13.256 False
177.040, 56.042, 2.578, 13.289 False
176.954, 56.043, 2.576, 13.322 False
176.867, 56.043, 2.588, 13.355 False
176.780, 56.044, 2.611, 13.388 False
176.692, 56.044, 2.643, 13.421 False
176.602, 56.045, 2.681, 13.454 False
176.511, 56.045, 2.725, 13.487 False
176.419, 56.045, 2.773, 13.520 False
176.324, 56.046, 2.823, 13.553 False
176.229, 56.046, 2.875, 13.586 False
176.131, 56.046, 2.928, 13.619 False
176.032, 56.046, 2.981, 13.652 False
175.931, 56.046, 3.034, 13.685 False
175.828, 56.046, 3.086, 13.718 False
175.723, 56.046, 3.137, 13.751 False
175.617, 56.046, 3.187, 13.784 False
175.510, 56.045, 3.236, 13.817 False
175.401, 56.045, 3.284, 13.850 False
175.290, 56.045, 3.331, 13.883 False
175.178, 56.044, 3.376, 13.916 False
175.064, 56.044, 3.421, 13.949 False
174.949, 56.048, 3.449, 13.982 False
174.833, 56.052, 3.473, 14.015 False
174.718, 56.059, 3.480, 14.048 False
174.602, 56.063, 3.481, 14.081 False
174.487, 56.070, 3.463, 14.114 False
174.372, 56.075, 3.440, 14.147 False
174.259, 56.082, 3.402, 14.180 False
174.148, 56.088, 3.363, 14.213 False
174.037, 56.096, 3.312, 14.246 False
173.929, 56.102, 3.262, 14.279 False
173.822, 56.110, 3.203, 14.312 False
173.718, 56.116, 3.146, 14.345 False
173.615, 56.124, 3.084, 14.378 False
173.515, 56.131, 3.025, 14.411 False
173.416, 56.139, 2.959, 14.444 False
173.320, 56.148, 2.900, 14.477 False
173.225, 56.158, 2.839, 14.510 False
173.132, 56.166, 2.788, 14.543 False
173.041, 56.175, 2.734, 14.576 False
172.952, 56.184, 2.692, 14.609 False
172.864, 56.193, 2.649, 14.642 False
172.776, 56.202, 2.616, 14.675 False
172.690, 56.211, 2.584, 14.708 False
172.605, 56.220, 2.561, 14.741 False
172.521, 56.229, 2.538, 14.774 False
172.437, 56.238, 2.522, 14.807 False
172.353, 56.248, 2.507, 14.840 False
172.270, 56.256, 2.497, 14.873 False
172.188, 56.266, 2.487, 14.906 False
172.105, 56.274, 2.482, 14.939 False
172.023, 56.284, 2.475, 14.972 False
171.941, 56.293, 2.472, 15.005 False
171.859, 56.302, 2.469, 15.038 False
171.777, 56.311, 2.467, 15.071 False
171.695, 56.320, 2.465, 15.104 False
171.613, 56.329, 2.465, 15.137 False
171.531, 56.339, 2.464, 15.170 False
171.449, 56.347, 2.464, 15.203 False
171.368, 56.357, 2.463, 15.236 False
171.286, 56.365, 2.463, 15.269 False
171.204, 56.374, 2.463, 15.302 False
171.122, 56.383, 2.462, 15.335 False
171.041, 56.392, 2.462, 15.368 False
170.959, 56.400, 2.462, 15.401 False
170.877, 56.409, 2.462, 15.434 False
170.796, 56.418, 2.461, 15.467 False
170.714, 56.426, 2.461, 15.500 False
170.632, 56.435, 2.461, 15.533 False
170.551, 56.443, 2.460, 15.566 False
170.469, 56.451, 2.460, 15.599 False
170.388, 56.460, 2.459, 15.632 False
170.306, 56.468, 2.458, 15.665 False
170.224, 56.476, 2.458, 15.698 False
170.143, 56.484, 2.457, 15.731 False
170.061, 56.492, 2.457, 15.764 False
169.980, 56.500, 2.457, 15.797 False
169.898, 56.507, 2.456, 15.830 False
169.817, 56.515, 2.456, 15.863 False
169.735, 56.522, 2.456, 15.896 False
169.654, 56.529, 2.456, 15.929 False
169.572, 56.536, 2.456, 15.962 False
169.490, 56.543, 2.456, 15.995 False
169.409, 56.550, 2.456, 16.028 False
169.327, 56.557, 2.456, 16.061 False
169.246, 56.563, 2.456, 16.094 False
169.164, 56.569, 2.456, 16.127 False
169.082, 56.575, 2.456, 16.160 False
169.001, 56.582, 2.456, 16.193 False
168.919, 56.587, 2.456, 16.226 False
168.837, 56.593, 2.456, 16.259 False
168.756, 56.598, 2.456, 16.292 False
168.674, 56.603, 2.457, 16.325 False
168.592, 56.608, 2.456, 16.358 False
168.510, 56.613, 2.457, 16.391 False
168.429, 56.617, 2.456, 16.424 False
168.347, 56.622, 2.457, 16.457 False
168.265, 56.626, 2.455, 16.490 False
168.183, 56.630, 2.457, 16.523 False
168.101, 56.633, 2.455, 16.556 False
168.020, 56.637, 2.457, 16.589 False
167.938, 56.639, 2.455, 16.622 False
167.856, 56.643, 2.457, 16.655 False
